,TA2ID,English,3D,label,Def
6247,6166.0,Sensory ganglion of cranial nerve,,,
6248,6167.0,Spinal ganglion, x,, x
6249,6168.0,Autonomic ganglia,,,
6250,6169.0,Sympathetic ganglion,,,
6251,6170.0,Parasympathetic ganglion,,,
6252,6171.0,Visceral ganglion,,,
6253,6172.0,Nerve plexuses,,,
6254,6173.0,Spinal nerve plexus,,,
6255,6174.0,Autonomic plexuses,,,
6256,6175.0,Visceral plexus,,,
6257,6176.0,Perivascular plexus,,,
6258,6177.0,Peri-arterial plexus,,,
6259,6178.0,Cranial nerves, x, x, x
6260,6179.0,Terminal nerve,,,
6261,6180.0,Terminal ganglion,,,
6262,6181.0,Olfactory nerve (I), x,, x
6263,6182.0,Olfactory fibre bundle,,,
6264,6183.0,Optic nerve (II), x,, x
6265,6184.0,Outer sheath of optic nerve,,,
6266,6185.0,Inner sheath of optic nerve,,,
6267,6186.0,Subarachnoid space of optic nerve,,,
6268,6187.0,Oculomotor nerve (III), x,, x
6269,6188.0,Superior branch of oculomotor nerve,,,
6270,6189.0,Inferior branch of oculomotor nerve,,,
6271,6190.0,Branch of oculomotor nerve to ciliary ganglion,,,
6272,6191.0,Trochlear nerve (IV), x,, x
6273,6192.0,Trigeminal nerve (V), x,, x
6274,6193.0,Sensory root of trigeminal nerve, x,, x
6275,6194.0,Trigeminal ganglion,,,
6276,6195.0,Motor root of trigeminal nerve, x,, x
6277,6196.0,Ophthalmic nerve, x,, x
6278,6197.0,Tentorial branch of ophthalmic nerve,,,
6279,6198.0,Lacrimal nerve,,, x
6280,6199.0,Frontal nerve,,, x
6281,6200.0,Supra-orbital nerve,,,
6282,6201.0,Lateral branch of supra-orbital nerve,,,
6283,6202.0,Medial branch of supra-orbital nerve,,,
6284,6203.0,Supratrochlear nerve,,, x
6285,6204.0,Nasociliary nerve,,, x
6286,6205.0,Branch of nasociliary nerve to ciliary ganglion,,,
6287,6206.0,Long ciliary nerves,,, x
6288,6207.0,Posterior ethmoidal nerve,,, x
6289,6208.0,Anterior ethmoidal nerve,,, x
6290,6209.0,Internal nasal branches of anterior ethmoidal nerve,,,
6291,6210.0,Lateral nasal branches of anterior ethmoidal nerve,,,
6292,6211.0,Medial nasal branches of anterior ethmoidal nerve,,,
6293,6212.0,External nasal branch of anterior ethmoidal nerve,,,
6294,6213.0,Anterior meningeal branch of anterior ethmoidal nerve,,,
6295,6214.0,Infratrochlear nerve,,, x
6296,6215.0,Palpebral branches of infratrochlear nerve,,,
6297,6216.0,Maxillary nerve, x,, x
6298,6217.0,Meningeal branch of maxillary nerve, x,, x
6299,6218.0,Branches of maxillary nerve to pterygopalatine ganglion,,,
6300,6219.0,Lateral superior posterior nasal branches of maxillary nerve,,,
6301,6220.0,Medial superior posterior nasal branches of maxillary nerve,,,
6302,6221.0,Nasopalatine nerve,,, x
6303,6222.0,Gingival branches of nasopalatine nerve,,,
6304,6223.0,Pharyngeal nerve,,, x
6305,6224.0,Greater palatine nerve,,, x
6306,6225.0,Inferior posterior nasal branches of greater palatine nerve,,, x
6307,6226.0,Gingival branches of greater palatine nerve,,,
6308,6227.0,Lesser palatine nerves,,,
6309,6228.0,Middle palatine nerve,,,
6310,6229.0,Posterior palatine nerve,,,
6311,6230.0,Tonsillar branches of lesser palatine nerves,,,
6312,6231.0,Zygomatic nerve,,, x
6313,6232.0,Zygomaticotemporal nerve,,, x
6314,6233.0,(Communic. branch of zygomaticotemporal n. to lacrimal n.),,,
6315,6234.0,Zygomaticofacial nerve,,, x
6316,6235.0,Posterior superior alveolar nerve,,, x
6317,6236.0,Superior dental plexus,,, x
6318,6237.0,Superior dental branches of superior alveolar nerves,,,
6319,6238.0,Gingival branches of superior alveolar nerves,,,
6320,6239.0,Infra-orbital nerve,,,
6321,6240.0,Middle superior alveolar nerve,,, x
6322,6241.0,Anterior superior alveolar nerve,,, x
6323,6242.0,Palpebral branches of infra-orbital nerve,,,
6324,6243.0,External nasal branches of infra-orbital nerve,,,
6325,6244.0,Internal nasal branches of infra-orbital nerve,,,
6326,6245.0,Superior labial branches of infra-orbital nerve,,,
6327,6246.0,Mandibular nerve, x, x, x
6328,6247.0,Meningeal branch of mandibular nerve,,,
6329,6248.0,Branches of mandibular nerve to otic ganglion,,,
6330,6249.0,Anterior division of mandibular nerve, x,, x
6331,6250.0,Nerve to medial pterygoid muscle,,,
6332,6251.0,Nerve to tensor veli palatini,,, x
6333,6252.0,Nerve to tensor tympani,,,
6334,6253.0,Masseteric nerve,,, x
6335,6254.0,Deep temporal nerves,,, x
6336,6255.0,Posterior deep temporal nerve,,,
6337,6256.0,Anterior deep temporal nerve,,,
6338,6257.0,Nerve to lateral pterygoid muscle,,,
6339,6258.0,Buccal nerve, x,, x
6340,6259.0,Gingival branches of buccal nerve,,,
6341,6260.0,Posterior division of mandibular nerve, x,, x
6342,6261.0,Auriculotemporal nerve,,, x
6343,6262.0,Nerve to external acoustic meatus,,,
6344,6263.0,Branches of auriculotemporal nerve to tympanic membrane,,,
6345,6264.0,Parotid branches of auriculotemporal nerve,,,
6346,6265.0,Anterior auricular nerves,,,
6347,6266.0,Superficial temporal branches of auriculotemporal nerve,,,
6348,6267.0,Lingual nerve, x,, x
6349,6268.0,Branches of lingual nerve to isthmus of fauces,,,
6350,6269.0,Sublingual nerve,,,
6351,6270.0,Lingual branches of lingual nerve,,,
6352,6271.0,Posterior branch of lingual nerve to submandibular ganglion,,,
6353,6272.0,(Branches of lingual nerve to sublingual ganglion),,,
6354,6273.0,Gingival branches of lingual nerve,,,
6355,6274.0,Inferior alveolar nerve, x,, x
6356,6275.0,Nerve to mylohyoid muscle, x,,
6357,6276.0,Inferior dental plexus,,,
6358,6277.0,Dental branches of inferior alveolar nerve,,,
6359,6278.0,Gingival branches of inferior alveolar nerve,,,
6360,6279.0,Mental nerve, x,, x
6361,6280.0,Mental branches of mental nerve,,,
6362,6281.0,Inferior labial branches of mental nerve,,,
6363,6282.0,Gingival branches of mental nerve,,,
6364,6283.0,Abducens nerve (VI), x,, x
6365,6284.0,Facial nerve (VII), x,, x
6366,6285.0,Motor root of facial nerve,,,
6367,6286.0,Sensory root of facial nerve,,,
6368,6287.0,Genigulate ganglion,,,
6369,6288.0,Geniculum of facial nerve,,,
6370,6289.0,Greater petrosal nerve,,, x
6371,6290.0,Nerve of pterygoid canal,,,
6372,6291.0,Nerve to stapedius muscle,,,
6373,6292.0,Chorda tympani, x,, x
6374,6293.0,Branch of chorda tympani to otic ganglion,,,
6375,6294.0,Facial nerve proper,,,
6376,6295.0,Posterior auricular nerve,,, x
6377,6296.0,Occipital branch of posterior auricular nerve,,,
6378,6297.0,Auricular branch of posterior auricular nerve,,,
6379,6298.0,Digastric branch of facial nerve,,, x
6380,6299.0,Stylohyoid branch of facial nerve,,, x
6381,6300.0,(Lingual branch of facial nerve),,,
6382,6301.0,Parotid plexus,,, x
6383,6302.0,Temporal branches of facial nerve,,,
6384,6303.0,Zygomatic branches of facial nerve,,,
6385,6304.0,Buccal branches of facial nerve,,,
6386,6305.0,Marginal mandibular branch of facial nerve,,,
6387,6306.0,Cervical branch of facial nerve,,,
6388,6307.0,Vestibulocochlear nerve (VIII), x,, x
6389,6308.0,Vestibular nerve, x,, x
6390,6309.0,Vestibular ganglion,,, x
6391,6310.0,Cochlear communicating branch of vestibular nerve,,,
6392,6311.0,Superior branch of vestibular nerve,,,
6393,6312.0,Utricular nerve,,,
6394,6313.0,Anterior ampullary nerve,,,
6395,6314.0,Lateral ampullary nerve,,,
6396,6315.0,Inferior branch of vestibular nerve,,,
6397,6316.0,Posterior ampullary nerve,,,
6398,6317.0,Saccular nerve,,, x
6399,6318.0,Cochlear nerve, x,, x
6400,6319.0,Cochlear ganglion,,,
6401,6320.0,Glossopharyngeal nerve (IX), x,, x
6402,6321.0,Superior ganglion of glossopharyngeal nerve,,, x
6403,6322.0,Inferior ganglion of glossopharyngeal nerve,,, x
6404,6323.0,Tympanic nerve,,, x
6405,6324.0,Tympanic plexus,,, x
6406,6325.0,Tubal branch of tympanic nerve,,,
6407,6326.0,Lesser petrosal nerve,,, x
6408,6327.0,Carotid sinus nerve,,, x
6409,6328.0,Stylopharyngeal branch of glossopharyngeal nerve,,, x
6410,6329.0,Pharyngeal branches of glossopharyngeal nerve,,, x
6411,6330.0,Tonsillar branches of glossopharyngeal nerve,,, x
6412,6331.0,Lingual branches of glossopharyngeal nerve,,, x
6413,6332.0,Vagus nerve (X), x,, x
6414,6333.0,Superior ganglion of vagus nerve,,,
6415,6334.0,Meningeal branch of vagus nerve,,,
6416,6335.0,Auricular branch of vagus nerve,,,
6417,6336.0,Inferior ganglion of vagus nerve,,,
6418,6337.0,Pharyngeal branch of vagus nerve,,,
6419,6338.0,Pharyngeal plexus,,,
6420,6339.0,Superior laryngeal nerve,,, x
6421,6340.0,External branch of superior laryngeal nerve,,,
6422,6341.0,Internal branch of superior laryngeal nerve,,,
6423,6342.0,Superior cervical cardiac branches of vagus nerve,,,
6424,6343.0,Inferior cervical cardiac branches of vagus nerve,,,
6425,6344.0,Recurrent laryngeal nerve,,,
6426,6345.0,Tracheal branches of recurrent laryngeal nerve,,,
6427,6346.0,Oesophageal branches of recurrent laryngeal nerve,,,
6428,6347.0,Pharyngeal branches of recurrent laryngeal nerve,,,
6429,6348.0,Laryngeal branches of recurrent laryngeal nerve,,,
6430,6349.0,Thoracic cardiac branches of vagus nerve,,,
6431,6350.0,Bronchial branches of vagus nerve,,,
6432,6351.0,Oesophageal branches of vagus nerve,,,
6433,6352.0,Accessory nerve (XI), x,, x
6434,6353.0,Cranial root of accessory nerve,,,
6435,6354.0,Spinal root of accessory nerve,,,
6436,6355.0,Vagal communicating branch of accessory nerve,,,
6437,6356.0,Spinal accessory nerve,,,
6438,6357.0,Hypoglossal nerve (XII), x,, x
6439,6358.0,Superior root of ansa cervicalis,,,
6440,6359.0,Thyrohyoid branch of hypoglossal nerve,,,
6441,6360.0,Geniohyoid branch of hypoglossal nerve,,,
6442,6361.0,Lingual branches of hypoglossal nerve,,,
6443,6362.0,Spinal nerves, x, x, x
6444,6363.0,Cervical nerves, x, x, x
6445,6364.0,Posterior rami of cervical nerves,,,
6446,6365.0,Suboccipital nerve,,, x
6447,6366.0,Greater occipital nerve,,, x
6448,6367.0,Third occipital nerve,,, x
6449,6368.0,Posterior cervical plexus,,,
6450,6369.0,Posterior cutaneous branches of fourth cervical nerve,,,
6451,6370.0,Posterior cutaneous branches of fifth cervical nerve,,,
6452,6371.0,Anterior rami of cervical nerves,,,
6453,6372.0,Hypoglossal communicating branch of first cervical nerve,,,
6454,6373.0,Hypoglossal communicating branch of second cervical nerve,,,
6455,6374.0,Cervical plexus, x, x, x
6456,6375.0,Deep branches of cervical plexus,,,
6457,6376.0,Ansa cervicalis,,, x
6458,6377.0,Inferior root of ansa cervicalis,,,
6459,6378.0,Infrahyoid branches of ansa cervicalis,,,
6460,6379.0,Muscular branches of cervical plexus,,,
6461,6380.0,Phrenic nerve,,, x
6462,6381.0,Pericardial branch of phrenic nerve,,,
6463,6382.0,Phrenico-abdominal branches of phrenic nerve,,,
6464,6383.0,Superficial branches of cervical plexus,,,
6465,6384.0,Lesser occipital nerve,,, x
6466,6385.0,Great auricular nerve,,, x
6467,6386.0,Posterior branch of great auricular nerve,,,
6468,6387.0,Anterior branch of great auricular nerve,,,
6469,6388.0,Transverse cervical nerve,,, x
6470,6389.0,Superior branches of transverse cervical nerve,,,
6471,6390.0,Inferior branches of transverse cervical nerve,,,
6472,6391.0,Supraclavicular nerves,,, x
6473,6392.0,Medial supraclavicular nerves,,,
6474,6393.0,Intermediate supraclavicular nerves,,,
6475,6394.0,Lateral supraclavicular nerves,,,
6476,6395.0,Brachial plexus, x, x, x
6477,6396.0,Supraclavicular part of brachial plexus, x, x, x
6478,6397.0,Roots of brachial plexus, x,, x
6479,6398.0,Superior trunk of brachial plexus, x,, x
6480,6399.0,Anterior division of superior trunk of brachial plexus, x,, x
6481,6400.0,Posterior division of superior trunk of brachial plexus, x,, x
6482,6401.0,Middle trunk of brachial plexus, x,, x
6483,6402.0,Anterior division of middle trunk of brachial plexus, x,, x
6484,6403.0,Posterior division of middle trunk of brachial plexus, x,, x
6485,6404.0,Inferior trunk of brachial plexus, x,, x
6486,6405.0,Anterior division of inferior trunk of brachial plexus, x,, x
6487,6406.0,Posterior division of inferior trunk of brachial plexus, x,, x
6488,6407.0,Supraclavicular branches of brachial plexus,, x, x
6489,6408.0,Muscular branches of brachial plexus,,,
6490,6409.0,Dorsal scapular nerve, x,, x
6491,6410.0,Long thoracic nerve, x,, x
6492,6411.0,Suprascapular nerve, x,, x
6493,6412.0,Subclavian nerve, x,, x
6494,6413.0,(Accessory phrenic nerves),,,
6495,6414.0,Infraclavicular part of brachial plexus, x, x, x
6496,6415.0,Lateral cord of brachial plexus,,,
6497,6416.0,Posterior cord of brachial plexus, x,, x
6498,6417.0,Medial cord of brachial plexus,,,
6499,6418.0,Branches of lateral cord of brachial plexus, x, x, x
6500,6419.0,Lateral pectoral nerve, x,, x
6501,6420.0,Ansa pectoralis,,,
6502,6421.0,Musculocutaneous nerve, x,, x
6503,6422.0,Muscular branches of musculocutaneous nerve,,,
6504,6423.0,Lateral antebrachial cutaneous nerve, x,, x
6505,6424.0,Lateral root of median nerve,,,
6506,6425.0,(Lateral root of ulnar nerve),,,
6507,6426.0,Branches of posterior cord of brachial plexus, x, x, x
6508,6427.0,Subscapular nerves,,,
6509,6428.0,Superior subscapular nerve, x,,
6510,6429.0,Inferior subscapular nerve, x,,
6511,6430.0,Thoracodorsal nerve, x,, x
6512,6431.0,Radial nerve, x,, x
6513,6432.0,Posterior brachial cutaneous nerve,,,
6514,6433.0,Inferior lateral brachial cutaneous nerve, x,,
6515,6434.0,Posterior antebrachial cutaneous nerve, x,, x
6516,6435.0,Muscular branches of radial nerve, x,, x
6517,6436.0,Deep branch of radial nerve, x,, x
6518,6437.0,Posterior interosseous nerve of forearm, x,, x
6519,6438.0,Superficial branch of radial nerve, x,, x
6520,6439.0,Dorsal digital branches of radial nerve, x,, x
6521,6440.0,Axillary nerve, x,, x
6522,6441.0,Muscular branches of axillary nerve, x,,
6523,6442.0,Superior lateral brachial cutaneous nerve, x,, x
6524,6443.0,Branches of medial cord of brachial plexus, x, x, x
6525,6444.0,Medial pectoral nerve, x,,
6526,6445.0,Medial brachial cutaneous nerve, x,, x
6527,6446.0,Medial antebrachial cutaneous nerve, x,, x
6528,6447.0,Anterior branch of medial antebrachial cutaneous nerve, x,, x
6529,6448.0,Posterior branch of medial antebrachial cutaneous nerve, x,, x
6530,6449.0,Ulnar nerve, x,, x
6531,6450.0,Muscular branches of ulnar nerve, x,, x
6532,6451.0,Dorsal branch of ulnar nerve, x,, x
6533,6452.0,Dorsal digital branches of ulnar nerve, x,, x
6534,6453.0,Palmar branch of ulnar nerve, x,, x
6535,6454.0,Superficial branch of ulnar nerve, x,, x
6536,6455.0,Common palmar digital branches of ulnar nerve, x,, x
6537,6456.0,Proper palmar digital branches of ulnar nerve, x,, x
6538,6457.0,Deep branch of ulnar nerve, x,, x
6539,6458.0,Medial root of median nerve,,,
6540,6459.0,Median nerve, x,, x
6541,6460.0,Anterior interosseous nerve of forearm, x,, x
6542,6461.0,Muscular branches of median nerve, x,,
6543,6462.0,Palmar branch of median nerve, x,, x
6544,6463.0,(Communicating branch of median nerve with ulnar nerve), x,,
6545,6464.0,Recurrent branch of median nerve,,,
6546,6465.0,Common palmar digital branches of median nerve, x,, x
6547,6466.0,Proper palmar digital branches of median nerve, x,, x
6548,6467.0,Thoracic nerves, x, x, x
6549,6468.0,Posterior branches of thoracic nerves,,,
6550,6469.0,Posterior cutaneous branches of thoracic nerves,,,
6551,6470.0,Anterior branches of thoracic nerves,,,
6552,6471.0,Intercostal nerves, x,, x
6553,6472.0,Intercostal nerve,,, x
6554,6473.0,Muscular branches of intercostal nerve,,,
6555,6474.0,Collateral branch of intercostal nerve,,,
6556,6475.0,Lateral cutaneous branch of intercostal nerve,,,
6557,6476.0,Intercostobrachial nerve,,, x
6558,6477.0,(Accessory intercostobrachial nerve),,,
6559,6478.0,Lateral pectoral cutaneous branch of intercostal nerve,,,
6560,6479.0,Lateral mammary branches of intercostal nerve,,,
6561,6480.0,Lateral abdominal cutaneous branch of intercostal nerve,,,
6562,6481.0,Anterior cutaneous branch of intercostal nerve,,,
6563,6482.0,Anterior pectoral cutaneous branch of intercostal nerve,,,
6564,6483.0,Medial mammary branches of intercostal nerve,,,
6565,6484.0,Anterior abdominal cutaneous branch of intercostal nerve,,,
6566,6485.0,Subcostal nerve,,, x
6567,6486.0,Muscular branches of subcostal nerve,,,
6568,6487.0,Lateral cutaneous branch of subcostal nerve,,,
6569,6488.0,Anterior cutaneous branch of subcostal nerve,,,
6570,6489.0,Lumbar nerves, x, x, x
6571,6490.0,(Furcal nerve),,,
6572,6491.0,Posterior rami of lumbar nerves, x, x, x
6573,6492.0,Posterior cutaneous branches of lumbar nerves,,,
6574,6493.0,Superior gluteal cutaneous nerves,,,
6575,6494.0,Posterior lumbar plexus,,,
6576,6495.0,Anterior rami of lumbar nerves, x, x, x
6577,6496.0,Iliohypogastric nerve, x,, x
6578,6497.0,Lateral cutaneous branch of iliohypogastric nerve,,,
6579,6498.0,Anterior cutaneous branch of iliohypogastric nerve,,,
6580,6499.0,Ilio-inguinal nerve, x,, x
6581,6500.0,Anterior labial nerves,,,
6582,6501.0,Anterior scrotal nerves,,,
6583,6502.0,Posterior divisions of anterior rami of lumbar nerves,,,
6584,6503.0,Anterior divisions of anterior rami of lumbar nerves,,,
6585,6504.0,Lumbosacral trunk,,, x
6586,6505.0,Posterior division of lumbosacral trunk,,,
6587,6506.0,Anterior division of lumbosacral trunk,,,
6588,6507.0,Sacral nerves,,, x
6589,6508.0,Posterior rami of sacral nerves,,,
6590,6509.0,Middle gluteal cutaneous nerves,,,
6591,6510.0,Anterior rami of sacral nerves,,,
6592,6511.0,Posterior divisions of anterior rami of sacral nerves,,,
6593,6512.0,Anterior divisions of anterior rami of sacral nerves,,,
6594,6513.0,Coccygeal nerve,,,
6595,6514.0,Posterior ramus of coccygeal nerve,,,
6596,6515.0,Anterior ramus of coccygeal nerve,,,
6597,6516.0,Lumbosacral plexus, x, x, x
6598,6517.0,Lumbar plexus, x, x, x
6599,6518.0,Posterior part of lumbar plexus,,,
6600,6519.0,Anterior part of lumbar plexus,,,
6601,6520.0,Branches of posterior part of lumbar plexus, x, x,
6602,6521.0,Lateral femoral cutaneous nerve, x,, x
6603,6522.0,Femoral nerve, x,, x
6604,6523.0,Muscular branches of femoral nerve,,,
6605,6524.0,Anterior cutaneous branches of femoral nerve, x,,
6606,6525.0,Saphenous nerve, x,, x
6607,6526.0,Infrapatellar branch of saphenous nerve, x,,
6608,6527.0,Medial crural cutaneous branches of saphenous nerve, x,,
6609,6528.0,Branches of anterior part of lumbar plexus, x, x,
6610,6529.0,Genitofemoral nerve, x,, x
6611,6530.0,Genital branch of genitofemoral nerve, x,, x
6612,6531.0,Femoral branch of genitofemoral nerve, x,, x
6613,6532.0,Obturator nerve, x,, x
6614,6533.0,Anterior branch of obturator nerve, x,, x
6615,6534.0,Cutaneous branch of obturator nerve,,,
6616,6535.0,Anterior muscular branches of obturator nerve,,,
6617,6536.0,Posterior branch of obturator nerve, x,, x
6618,6537.0,Posterior muscular branches of obturator nerve,,,
6619,6538.0,(Accessory obturator nerve),,,
6620,6539.0,Sacral plexus, x, x, x
6621,6540.0,Posterior part of sacral plexus,,,
6622,6541.0,Anterior part of sacral plexus,,,
6623,6542.0,Branches of posterior part of sacral plexus,,,
6624,6543.0,Superior gluteal nerve, x,,
6625,6544.0,Inferior gluteal nerve,,,
6626,6545.0,Nerve to piriformis muscle, x,,
6627,6546.0,Perforating cutaneous nerve,,,
6628,6547.0,Posterior root of posterior femoral cutaneous nerve, x,,
6629,6548.0,Posterior root of sciatic nerve,,,
6630,6549.0,Branches of anterior part of sacral plexus,,,
6631,6550.0,Nerve to obturator internus,,,
6632,6551.0,Nerve to quadratus femoris muscle, x,,
6633,6552.0,Nerve to levator ani,,,
6634,6553.0,Nerve to coccygeus muscle,,,
6635,6554.0,Pudendal nerve, x,,
6636,6555.0,Inferior anal nerve,,,
6637,6556.0,Perineal nerve,,,
6638,6557.0,Superficial branch of perineal nerve,,,
6639,6558.0,Posterior labial nerves,,,
6640,6559.0,Posterior scrotal nerves,,,
6641,6560.0,Deep branch of perineal nerve,,,
6642,6561.0,Muscular branches of perineal nerve,,,
6643,6562.0,Dorsal nerve of clitoris,,,
6644,6563.0,Dorsal nerve of penis,,,
6645,6564.0,Anterior root of posterior femoral cutaneous nerve, x,,
6646,6565.0,Anterior root of sciatic nerve,,,
6647,6566.0,Posterior femoral cutaneous nerve, x,,
6648,6567.0,Inferior gluteal cutaneous nerves,,,
6649,6568.0,Perineal branches of posterior femoral cutaneous nerve,,,
6650,6569.0,Sciatic nerve, x,, x
6651,6570.0,Muscular branches of sciatic nerve,,,
6652,6571.0,Common fibular nerve, x,, x
6653,6572.0,Lateral sural cutaneous nerve,,,
6654,6573.0,Sural communicating branch of common fibular nerve, x,, x
6655,6574.0,Superficial fibular nerve, x,, x
6656,6575.0,Muscular branches of superficial fibular nerve,,, x
6657,6576.0,Medial dorsal cutaneous nerve of foot, x,, x
6658,6577.0,Intermediate dorsal cutaneous nerve of foot, x,, x
6659,6578.0,Dorsal digital branches of superficial fibular nerve, x,, x
6660,6579.0,Deep fibular nerve, x,, x
6661,6580.0,Muscular branches of deep fibular nerve, x,, x
6662,6581.0,Dorsal digital branches of deep fibular nerve, x,, x
6663,6582.0,Tibial nerve, x,, x
6664,6583.0,Muscular branches of tibial nerve,,,
6665,6584.0,Crural interosseous nerve,,,
6666,6585.0,Medial sural cutaneous nerve, x,, x
6667,6586.0,Sural nerve, x,, x
6668,6587.0,Lateral dorsal cutaneous nerve of foot,,,
6669,6588.0,Lateral calcaneal branches of sural nerve,,,
6670,6589.0,Medial calcaneal branches of tibial nerve,,,
6671,6590.0,Medial plantar nerve, x,, x
6672,6591.0,Common plantar digital branches of medial plantar nerve, x,, x
6673,6592.0,Proper plantar digital branches of medial plantar nerve, x,, x
6674,6593.0,Lateral plantar nerve, x,, x
6675,6594.0,Superficial branch of lateral plantar nerve,,,
6676,6595.0,Common plantar digital branches of lateral plantar nerve, x,, x
6677,6596.0,Proper plantar digital branches of lateral plantar nerve, x,, x
6678,6597.0,Deep branch of lateral plantar nerve,,,
6679,6598.0,Coccygeal plexus,,,
6680,6599.0,Anococcygeal nerve,,,
6681,6600.0,Autonomic division of peripheral nervous system, x, x, x
6682,6601.0,Thoracolumbar part of autonomic division,, x, x
6683,6602.0,Sympathetic trunk, x,, x
6684,6603.0,Interganglionic branches,,,
6685,6604.0,Paravertebral ganglia,,,
6686,6605.0,Intermediate ganglia,,,
6687,6606.0,Ganglia of sympathetic trunk, x,, x
6688,6607.0,Cervical ganglia,,, x
6689,6608.0,Superior cervical ganglion,,, x
6690,6609.0,Middle cervical ganglion,,, x
6691,6610.0,(Vertebral ganglion),,,
6692,6611.0,(Inferior cervical ganglion),,,
6693,6612.0,Cervicothoracic ganglion,,,
6694,6613.0,Thoracic ganglia,,, x
6695,6614.0,Lumbar ganglia,,, x
6696,6615.0,Sacral ganglia,,, x
6697,6616.0,Ganglion impar,,, x
6698,6617.0,Sympathetic nerves, x,, x
6699,6618.0,Jugular nerve,,,
6700,6619.0,Internal carotid nerve,,,
6701,6620.0,External carotid nerves,,,
6702,6621.0,Laryngopharyngeal nerves,,,
6703,6622.0,Superior cervical cardiac nerve,,,
6704,6623.0,Middle cervical cardiac nerve,,,
6705,6624.0,Ansa subclavia,,,
6706,6625.0,Inferior cervical cardiac nerve,,,
6707,6626.0,Vertebral nerve,,,
6708,6627.0,Thoracic visceral nerves,,,
6709,6628.0,Thoracic cardiac nerves,,,
6710,6629.0,Thoracic pulmonary nerves,,,
6711,6630.0,Oesophageal nerves,,,
6712,6631.0,Greater thoracic splanchnic nerve,,,
6713,6632.0,Lesser thoracic splanchnic nerve,,,
6714,6633.0,Renal branch of lesser thoracic splanchnic nerve,,,
6715,6634.0,Least thoracic splanchnic nerve,,,
6716,6635.0,Lumbar splanchnic nerves,,, x
6717,6636.0,Sacral splanchnic nerves,,, x
6718,6637.0,Prevertebral ganglia,,, x
6719,6638.0,Thoracic splanchnic ganglion,,,
6720,6639.0,Coeliac ganglia,,,
6721,6640.0,Aorticorenal ganglia,,,
6722,6641.0,Superior mesenteric ganglion,,, x
6723,6642.0,Inferior mesenteric ganglion,,, x
6724,6643.0,Perivascular plexuses,,,
6725,6644.0,Common carotid plexus,,, x
6726,6645.0,Internal carotid plexus,,, x
6727,6646.0,Sympathetic root of ciliary ganglion,,,
6728,6647.0,Deep petrosal nerve,,,
6729,6648.0,Caroticotympanic nerves,,, x
6730,6649.0,Pineal nerve,,,
6731,6650.0,Cavernous plexus,,,
6732,6651.0,External carotid plexus,,,
6733,6652.0,Sympathetic root of submandibular ganglion,,,
6734,6653.0,(Sympathetic root of sublingual ganglion),,,
6735,6654.0,Sympathetic root of otic ganglion,,,
6736,6655.0,Subclavian plexus,,,
6737,6656.0,Brachial autonomic plexus,,,
6738,6657.0,Vertebral plexus,,,
6739,6658.0,Thoracic aortic plexus,,, x
6740,6659.0,Iliac plexus,,,
6741,6660.0,Femoral plexus,,,
6742,6661.0,Craniosacral part of autonomic division,, x,
6743,6662.0,Cranial part,,,
6744,6663.0,Ciliary ganglion,,, x
6745,6664.0,Short ciliary nerves,,, x
6746,6665.0,Pterygopalatine ganglion,,, x
6747,6666.0,Orbital branches of maxillary nerve,,,
6748,6667.0,Submandibular ganglion,,, x
6749,6668.0,Anterior branch of lingual nerve to submandibular ganglion,,,
6750,6669.0,Submandibular nerves,,,
6751,6670.0,(Sublingual ganglion),,,
6752,6671.0,Otic ganglion,,, x
6753,6672.0,Branch of auriculotemporal nerve to otic ganglion,,,
6754,6673.0,Vagal part of autonomic division,,,
6755,6674.0,Anterior vagal trunk,,, x
6756,6675.0,Anterior gastric branches of anterior vagal trunk,,, x
6757,6676.0,Anterior nerve of lesser curvature,,,
6758,6677.0,Hepatic branches of anterior vagal trunk,,, x
6759,6678.0,Pyloric branch of anterior vagal trunk,,,
6760,6679.0,Posterior vagal trunk,,, x
6761,6680.0,Posterior gastric branches of posterior vagal trunk,,, x
6762,6681.0,Posterior nerve of lesser curvature,,,
6763,6682.0,Coeliac branches of posterior vagal trunk,,,
6764,6683.0,Renal branches of posterior vagal trunk,,,
6765,6684.0,Sacral part of autonomic division,,,
6766,6685.0,Pelvic splanchnic nerves,,, x
6767,6686.0,Visceral part of autonomic division,, x,
6768,6687.0,Thoracic plexuses,,,
6769,6688.0,Cardiac plexus,,, x
6770,6689.0,Cardiac ganglia,,,
6771,6690.0,Oesophageal plexus,,,
6772,6691.0,Pulmonary plexus,,, x
6773,6692.0,Abdominal plexuses,,,
6774,6693.0,Phrenic plexus,,,
6775,6694.0,Phrenic ganglia,,,
6776,6695.0,Abdominal aortic plexus,,, x
6777,6696.0,Coeliac plexus,,,
6778,6697.0,Hepatic plexus,,, x
6779,6698.0,Splenic plexus,,, x
6780,6699.0,Gastric plexuses,,, x
6781,6700.0,Pancreatic plexus,,, x
6782,6701.0,Suprarenal plexus,,, x
6783,6702.0,Renal plexus,,, x
6784,6703.0,Renal ganglia,,,
6785,6704.0,Ureteric plexus,,, x
6786,6705.0,Superior mesenteric plexus,,, x
6787,6706.0,Ovarian plexus,,, x
6788,6707.0,Testicular plexus,,,
6789,6708.0,Intermesenteric plexus,,, x
6790,6709.0,Inferior mesenteric plexus,,, x
